prompt,response,instructions
"Player has 1505 hp and 137 mp. Enemy has 1791 hp and 573 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 4164 hp and 44 mp. Enemy has 1161 hp and 645 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4782 hp and 60 mp. Enemy has 1986 hp and 525 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1625 hp and 34 mp. Enemy has 2859 hp and 271 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [thunder spell] for more damage.
"Player has 407 hp and 146 mp. Enemy has 1308 hp and 743 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],You should use [cura spell] to heal more HP.
"Player has 2651 hp and 137 mp. Enemy has 3198 hp and 417 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4630 hp and 138 mp. Enemy has 1377 hp and 76 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 4809 hp and 131 mp. Enemy has 4309 hp and 275 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3825 hp and 98 mp. Enemy has 3817 hp and 663 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2819 hp and 93 mp. Enemy has 194 hp and 462 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1813 hp and 49 mp. Enemy has 2160 hp and 405 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2569 hp and 43 mp. Enemy has 1683 hp and 92 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2377 hp and 19 mp. Enemy has 4722 hp and 335 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 3596 hp and 44 mp. Enemy has 1209 hp and 388 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4498 hp and 98 mp. Enemy has 2955 hp and 596 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 3513 hp and 109 mp. Enemy has 1806 hp and 594 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3204 hp and 99 mp. Enemy has 3168 hp and 570 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4308 hp and 128 mp. Enemy has 2792 hp and 764 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 4453 hp and 103 mp. Enemy has 4307 hp and 276 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4584 hp and 34 mp. Enemy has 4505 hp and 390 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [thunder spell] for more damage.
"Player has 2140 hp and 87 mp. Enemy has 4557 hp and 269 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3722 hp and 150 mp. Enemy has 110 hp and 614 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3676 hp and 104 mp. Enemy has 152 hp and 633 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 1336 hp and 136 mp. Enemy has 821 hp and 158 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 3363 hp and 27 mp. Enemy has 3660 hp and 435 mp. Available actions: attack, fire spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [fire spell] for more damage.
"Player has 611 hp and 78 mp. Enemy has 4217 hp and 12 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 1679 hp and 20 mp. Enemy has 1538 hp and 482 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 1172 hp and 107 mp. Enemy has 826 hp and 131 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 1654 hp and 18 mp. Enemy has 4893 hp and 193 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 1682 hp and 39 mp. Enemy has 3135 hp and 517 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [blizzard spell] for more damage.
"Player has 1260 hp and 90 mp. Enemy has 3327 hp and 491 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1273 hp and 92 mp. Enemy has 2148 hp and 46 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4884 hp and 60 mp. Enemy has 1146 hp and 285 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 771 hp and 41 mp. Enemy has 2910 hp and 335 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 4335 hp and 51 mp. Enemy has 2989 hp and 225 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2443 hp and 120 mp. Enemy has 1229 hp and 368 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 4959 hp and 95 mp. Enemy has 4016 hp and 23 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 2933 hp and 94 mp. Enemy has 1041 hp and 191 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 847 hp and 94 mp. Enemy has 4903 hp and 736 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 581 hp and 68 mp. Enemy has 1914 hp and 426 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 274 hp and 58 mp. Enemy has 2003 hp and 101 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],You should use [cura spell] to heal more HP.
"Player has 3282 hp and 3 mp. Enemy has 4518 hp and 514 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 4822 hp and 16 mp. Enemy has 1962 hp and 611 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 3512 hp and 55 mp. Enemy has 888 hp and 3 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3274 hp and 81 mp. Enemy has 3927 hp and 799 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3612 hp and 65 mp. Enemy has 3098 hp and 599 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4839 hp and 68 mp. Enemy has 3803 hp and 281 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3594 hp and 15 mp. Enemy has 2615 hp and 447 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 2252 hp and 111 mp. Enemy has 3495 hp and 388 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3121 hp and 56 mp. Enemy has 353 hp and 296 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 667 hp and 139 mp. Enemy has 1818 hp and 66 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 3977 hp and 50 mp. Enemy has 3231 hp and 127 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2687 hp and 104 mp. Enemy has 2787 hp and 375 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3550 hp and 44 mp. Enemy has 4933 hp and 414 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3941 hp and 112 mp. Enemy has 1356 hp and 695 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1168 hp and 42 mp. Enemy has 4819 hp and 763 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4701 hp and 136 mp. Enemy has 628 hp and 37 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 22 hp and 129 mp. Enemy has 2916 hp and 23 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],You should use [cura spell] to heal more HP.
"Player has 3225 hp and 40 mp. Enemy has 3089 hp and 574 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3679 hp and 67 mp. Enemy has 1965 hp and 179 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 911 hp and 3 mp. Enemy has 1967 hp and 405 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 3986 hp and 97 mp. Enemy has 2727 hp and 297 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4957 hp and 28 mp. Enemy has 566 hp and 619 mp. Available actions: attack, fire spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [fire spell] for more damage.
"Player has 2524 hp and 64 mp. Enemy has 473 hp and 321 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2255 hp and 121 mp. Enemy has 2537 hp and 364 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1552 hp and 9 mp. Enemy has 4135 hp and 433 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 2051 hp and 46 mp. Enemy has 3619 hp and 673 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 1636 hp and 94 mp. Enemy has 1577 hp and 87 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 1830 hp and 16 mp. Enemy has 4006 hp and 468 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 3941 hp and 30 mp. Enemy has 3866 hp and 303 mp. Available actions: attack, fire spell, thunder spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [thunder spell] for more damage.
"Player has 909 hp and 140 mp. Enemy has 396 hp and 214 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 3369 hp and 21 mp. Enemy has 4896 hp and 464 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 3263 hp and 115 mp. Enemy has 1428 hp and 391 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 1010 hp and 81 mp. Enemy has 3795 hp and 13 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 273 hp and 76 mp. Enemy has 3020 hp and 45 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 2656 hp and 100 mp. Enemy has 2875 hp and 101 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 219 hp and 10 mp. Enemy has 4539 hp and 414 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],You should use [elixer] to fully restore health and MP.
"Player has 4947 hp and 142 mp. Enemy has 2371 hp and 593 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2728 hp and 134 mp. Enemy has 3260 hp and 709 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2586 hp and 71 mp. Enemy has 3733 hp and 207 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 50 hp and 116 mp. Enemy has 2587 hp and 227 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 4812 hp and 22 mp. Enemy has 776 hp and 291 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 165 hp and 16 mp. Enemy has 4223 hp and 303 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],You should use a [potion] to heal.
"Player has 1331 hp and 119 mp. Enemy has 2496 hp and 352 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1981 hp and 138 mp. Enemy has 4691 hp and 142 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 1974 hp and 51 mp. Enemy has 1287 hp and 214 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 3122 hp and 132 mp. Enemy has 1140 hp and 688 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 109 hp and 128 mp. Enemy has 4376 hp and 192 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],You should use [cura spell] to heal more HP.
"Player has 2460 hp and 62 mp. Enemy has 473 hp and 48 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3593 hp and 15 mp. Enemy has 2020 hp and 583 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 3556 hp and 133 mp. Enemy has 1437 hp and 453 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1767 hp and 25 mp. Enemy has 3564 hp and 320 mp. Available actions: attack, fire spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [fire spell] for more damage.
"Player has 1147 hp and 128 mp. Enemy has 1098 hp and 93 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2206 hp and 87 mp. Enemy has 4085 hp and 393 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 1845 hp and 42 mp. Enemy has 2738 hp and 471 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1554 hp and 95 mp. Enemy has 1734 hp and 187 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4970 hp and 147 mp. Enemy has 179 hp and 42 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 2684 hp and 149 mp. Enemy has 3559 hp and 434 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3137 hp and 27 mp. Enemy has 4713 hp and 482 mp. Available actions: attack, fire spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [fire spell] for more damage.
"Player has 2277 hp and 46 mp. Enemy has 4907 hp and 708 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 3478 hp and 124 mp. Enemy has 1117 hp and 574 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2939 hp and 34 mp. Enemy has 4982 hp and 233 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [thunder spell] for more damage.
"Player has 4591 hp and 4 mp. Enemy has 734 hp and 546 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 1404 hp and 66 mp. Enemy has 4529 hp and 72 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1058 hp and 45 mp. Enemy has 1329 hp and 695 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 31 hp and 18 mp. Enemy has 2279 hp and 387 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],You should use [elixer] to fully restore health and MP.
"Player has 3406 hp and 121 mp. Enemy has 1910 hp and 258 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 3007 hp and 0 mp. Enemy has 4084 hp and 381 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 4088 hp and 109 mp. Enemy has 1475 hp and 286 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 2048 hp and 93 mp. Enemy has 1315 hp and 547 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2183 hp and 69 mp. Enemy has 362 hp and 782 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4678 hp and 35 mp. Enemy has 3949 hp and 731 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [blizzard spell] for more damage.
"Player has 659 hp and 24 mp. Enemy has 4705 hp and 138 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],You should use [elixer] to fully restore health and MP.
"Player has 2024 hp and 36 mp. Enemy has 792 hp and 72 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [blizzard spell] for more damage.
"Player has 1049 hp and 118 mp. Enemy has 2754 hp and 628 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3509 hp and 85 mp. Enemy has 3818 hp and 108 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1443 hp and 79 mp. Enemy has 4958 hp and 616 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4392 hp and 83 mp. Enemy has 4164 hp and 303 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4065 hp and 87 mp. Enemy has 2695 hp and 611 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4933 hp and 45 mp. Enemy has 3384 hp and 595 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4766 hp and 135 mp. Enemy has 2065 hp and 733 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4007 hp and 82 mp. Enemy has 3036 hp and 411 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
