prompt,response,instructions
"Player has 2566 hp and 130 mp. Enemy has 3402 hp and 277 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 2502 hp and 84 mp. Enemy has 4725 hp and 312 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 1975 hp and 16 mp. Enemy has 4126 hp and 274 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 3393 hp and 95 mp. Enemy has 884 hp and 270 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2332 hp and 84 mp. Enemy has 600 hp and 41 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1332 hp and 88 mp. Enemy has 2168 hp and 475 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2842 hp and 124 mp. Enemy has 3096 hp and 362 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3112 hp and 83 mp. Enemy has 3930 hp and 668 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 3391 hp and 115 mp. Enemy has 2964 hp and 414 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4953 hp and 128 mp. Enemy has 1187 hp and 763 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2131 hp and 93 mp. Enemy has 4195 hp and 520 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 3570 hp and 13 mp. Enemy has 370 hp and 364 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 952 hp and 3 mp. Enemy has 720 hp and 747 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 4570 hp and 115 mp. Enemy has 3652 hp and 289 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 350 hp and 44 mp. Enemy has 406 hp and 304 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1822 hp and 124 mp. Enemy has 3894 hp and 591 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4851 hp and 146 mp. Enemy has 2934 hp and 601 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3492 hp and 119 mp. Enemy has 2671 hp and 47 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 630 hp and 140 mp. Enemy has 2794 hp and 33 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],You should use [cura spell] to heal more HP.
"Player has 1753 hp and 74 mp. Enemy has 2829 hp and 661 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 2746 hp and 140 mp. Enemy has 910 hp and 442 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 282 hp and 52 mp. Enemy has 741 hp and 752 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 2716 hp and 79 mp. Enemy has 982 hp and 483 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 2462 hp and 91 mp. Enemy has 3094 hp and 129 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 2916 hp and 101 mp. Enemy has 336 hp and 55 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2552 hp and 6 mp. Enemy has 200 hp and 360 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 4811 hp and 74 mp. Enemy has 3148 hp and 291 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 4631 hp and 75 mp. Enemy has 4205 hp and 156 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 1145 hp and 141 mp. Enemy has 4607 hp and 34 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 2012 hp and 140 mp. Enemy has 4584 hp and 637 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 3298 hp and 126 mp. Enemy has 1792 hp and 751 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4401 hp and 41 mp. Enemy has 3054 hp and 459 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1349 hp and 79 mp. Enemy has 800 hp and 226 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4415 hp and 94 mp. Enemy has 917 hp and 13 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 192 hp and 45 mp. Enemy has 1297 hp and 163 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 215 hp and 142 mp. Enemy has 3411 hp and 672 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],You should use [cura spell] to heal more HP.
"Player has 1602 hp and 59 mp. Enemy has 3879 hp and 634 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 1480 hp and 20 mp. Enemy has 724 hp and 405 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 4879 hp and 17 mp. Enemy has 1056 hp and 360 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 3455 hp and 150 mp. Enemy has 3240 hp and 726 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 1640 hp and 114 mp. Enemy has 615 hp and 546 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3455 hp and 127 mp. Enemy has 2693 hp and 229 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3724 hp and 85 mp. Enemy has 4459 hp and 514 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 827 hp and 81 mp. Enemy has 4502 hp and 27 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 507 hp and 109 mp. Enemy has 1626 hp and 358 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 4511 hp and 22 mp. Enemy has 2446 hp and 436 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 4118 hp and 20 mp. Enemy has 1030 hp and 297 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 3381 hp and 74 mp. Enemy has 3611 hp and 44 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 3372 hp and 27 mp. Enemy has 549 hp and 507 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [fire spell] for more damage.
"Player has 4370 hp and 3 mp. Enemy has 2269 hp and 307 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 76 hp and 106 mp. Enemy has 2078 hp and 45 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 3518 hp and 89 mp. Enemy has 2591 hp and 612 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4019 hp and 52 mp. Enemy has 842 hp and 777 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 266 hp and 76 mp. Enemy has 4791 hp and 674 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 3925 hp and 147 mp. Enemy has 2895 hp and 662 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 3975 hp and 10 mp. Enemy has 4624 hp and 778 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 2174 hp and 140 mp. Enemy has 2100 hp and 428 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3462 hp and 37 mp. Enemy has 4486 hp and 510 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [blizzard spell] for more damage.
"Player has 2314 hp and 149 mp. Enemy has 608 hp and 176 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1360 hp and 80 mp. Enemy has 1325 hp and 419 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2276 hp and 76 mp. Enemy has 497 hp and 26 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 517 hp and 41 mp. Enemy has 1053 hp and 371 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 1680 hp and 144 mp. Enemy has 3835 hp and 51 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2838 hp and 47 mp. Enemy has 4824 hp and 418 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 1258 hp and 28 mp. Enemy has 4708 hp and 28 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [fire spell] for more damage.
"Player has 1374 hp and 4 mp. Enemy has 4479 hp and 469 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 1513 hp and 95 mp. Enemy has 4684 hp and 554 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 4839 hp and 63 mp. Enemy has 2013 hp and 174 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3644 hp and 103 mp. Enemy has 903 hp and 630 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1042 hp and 2 mp. Enemy has 1338 hp and 384 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 3251 hp and 132 mp. Enemy has 3854 hp and 643 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2930 hp and 27 mp. Enemy has 684 hp and 726 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [fire spell] for more damage.
"Player has 751 hp and 108 mp. Enemy has 805 hp and 463 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3101 hp and 27 mp. Enemy has 3343 hp and 453 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [fire spell] for more damage.
"Player has 165 hp and 72 mp. Enemy has 3058 hp and 588 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],You should use [cura spell] to heal more HP.
"Player has 416 hp and 11 mp. Enemy has 1593 hp and 407 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],You should use a [potion] to heal.
"Player has 1443 hp and 74 mp. Enemy has 3200 hp and 250 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 583 hp and 93 mp. Enemy has 736 hp and 459 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 3562 hp and 143 mp. Enemy has 653 hp and 170 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3014 hp and 95 mp. Enemy has 2346 hp and 225 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 1576 hp and 52 mp. Enemy has 1152 hp and 647 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1095 hp and 126 mp. Enemy has 4594 hp and 77 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 4226 hp and 94 mp. Enemy has 32 hp and 246 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2774 hp and 39 mp. Enemy has 1289 hp and 532 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [blizzard spell] for more damage.
"Player has 3783 hp and 51 mp. Enemy has 544 hp and 450 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 106 hp and 69 mp. Enemy has 3192 hp and 504 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 4270 hp and 93 mp. Enemy has 3451 hp and 134 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2496 hp and 41 mp. Enemy has 1608 hp and 574 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2040 hp and 18 mp. Enemy has 2649 hp and 472 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 2867 hp and 48 mp. Enemy has 3867 hp and 147 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 4374 hp and 24 mp. Enemy has 876 hp and 534 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 631 hp and 86 mp. Enemy has 2417 hp and 282 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],You should use [cura spell] to heal more HP.
"Player has 1566 hp and 63 mp. Enemy has 4232 hp and 284 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 294 hp and 130 mp. Enemy has 657 hp and 712 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 1613 hp and 9 mp. Enemy has 2787 hp and 221 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 2441 hp and 58 mp. Enemy has 3153 hp and 370 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 998 hp and 103 mp. Enemy has 2458 hp and 732 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 332 hp and 33 mp. Enemy has 4886 hp and 713 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 150 hp and 20 mp. Enemy has 4215 hp and 42 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],You should use [elixer] to fully restore health and MP.
"Player has 718 hp and 61 mp. Enemy has 2896 hp and 275 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 2729 hp and 92 mp. Enemy has 4850 hp and 494 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 558 hp and 78 mp. Enemy has 1130 hp and 283 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 3458 hp and 31 mp. Enemy has 474 hp and 669 mp. Available actions: attack, fire spell, thunder spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [thunder spell] for more damage.
"Player has 3739 hp and 103 mp. Enemy has 1795 hp and 372 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 424 hp and 71 mp. Enemy has 4688 hp and 35 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 1452 hp and 80 mp. Enemy has 2942 hp and 564 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1195 hp and 137 mp. Enemy has 2057 hp and 560 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 3818 hp and 118 mp. Enemy has 852 hp and 454 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4288 hp and 2 mp. Enemy has 4668 hp and 181 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 4040 hp and 40 mp. Enemy has 4779 hp and 386 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2477 hp and 6 mp. Enemy has 4839 hp and 49 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 2247 hp and 117 mp. Enemy has 4534 hp and 100 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1809 hp and 102 mp. Enemy has 3424 hp and 8 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 617 hp and 87 mp. Enemy has 3543 hp and 378 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 180 hp and 110 mp. Enemy has 3571 hp and 586 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 2640 hp and 78 mp. Enemy has 978 hp and 369 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1314 hp and 113 mp. Enemy has 1181 hp and 287 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4441 hp and 44 mp. Enemy has 4785 hp and 523 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1259 hp and 89 mp. Enemy has 4807 hp and 518 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
